facility_uid,facility_code,state_unique_id,registration_no,start_date,facility_name,state,lga,ownership,ownership_type,facility_level,facility_level_option,physical_location,longitude,latitude,phone_number,email_address,website,ooperational_days,operational_hours,operation_status,registration_status,license_status,doctors,nurses,midwives,beds
78321766,24/18/1/2/2/0033,026,RC11815460,2011-10-11,Rivet Specialist Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"22,ADEJUMO TENINS ROAD ILAMOSHE",3.32799,6.55204,0816-354-7700,rivetspecialist@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,5,,3,9
53724359,24/18/1/1/2/0051,0089,,1994-02-02,Ilasa Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Clinic,"31, Ogunbowale Str. Ilasa, Oshodi/Isolo",3.32878,6.51734,0803-478-9060,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,,1,8
,,,,,,,,,,,,,,,,,,,,,,,,,,
86816375,24/18/1/1/2/0067,0081,LAZ076421,2009-01-03,New World Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,8 Bankole street ilasamaja,3.32818,6.51955,0805-552-9294,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,1,,5
28831088,24/18/1/1/2/0090,0090,LAZ064044,2020-01-10,Tabernacle Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,15 IBADAN STREET ILASAMAja,3.33489,6.51501,0802-562-8274,tarbernacleclinic@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,2,8
48726111,24/18/1/1/2/0092,,,,Tolulope Medical Centre,Lagos,Oshodi/Isolo,Private,,Primary,,,3.32848000000007,6.51466000000005,,,,,,Operational,Unknown,Unknown,,,,
23572860,24/18/1/1/2/0093,0093,,2011-12-11,Uduakabasi Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"14,MABINUORI STREET ILASAMAJA Oshodi Lagos",3.32745,5.76067,08060417668,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,,,1,5
70223036,24/18/1/1/2/0014,121429,RC 179586,1997-03-11,Balm Medical Center,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"43, Olufemi Peters Street, Ire Akari Isolo, Oshodi/Isolo",3.32692,6.52059,0808-881-8678,balmmedicalcenter@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,,,6
87571348,24/18/1/2/2/0003,121632,RC 1435815,1985-10-04,Bola Hospital Limited,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"30, Akiti Avenue Off Okota Rd, Isolo Oshodi/Isolo",3.31669,6.52608,0906-000-1080,bolahospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,,10
47945230,24/18/1/2/2/0004,122073,84551,1983-10-05,Bose Specialist Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"7, Ilori Str. Ire Akari Isolo Oshodi/Isolo",3.32277,6.52475,0816-775-1375,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,5,1,,20
34635644,24/18/1/1/2/0017,HEF/121457,RC113803,1995-01-01,Boyle Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,1B Oyewole way Ire akari Estate Isolo,3.32689,6.52324,0803-713-6322,boylemed@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,1,1,10
36087351,24/18/1/1/2/0027,,,,Emilola Clinic,Lagos,Oshodi/Isolo,Private,,Primary,,,3.31900881387377,6.52938954560875,,,,,,Operational,Unknown,Unknown,,,,
50281755,24/18/1/1/2/0040,121102,BN LAZ 157358,2005-01-02,Good Health Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"19, Oludegun Str. Ire Akari Estate Isolo, Oshodi/Isolo",3.31179,6.52156,0802-309-1198,drauike@yahoo.co.uk,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,6
,,,,,,,,,,,,,,,,,,,,,,,,,,
70078162,24/18/1/1/2/0046,0015,,1987-08-02,Heals Specialist Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,40B Godwin Omonua Street Ire Akari Oshodi Lagos,3.32171,6.52025,0803-301-8932,heals40@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,3,1,3,4
42287219,24/18/1/1/2/0047,111074,LSPHRA/11/95/594,1995-04-02,Health Check Consultant Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"33, Ire Akari Rd, Isolo Oshodi/Isolo",3.32217,6.52567,0803-337-5020,healthcheck@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",10 Hours,Operational,Registered,Licensed,1,,,1
46359785,24/18/1/1/2/0053,005,,2000-01-01,Ishaga Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,"Ugali st, close to Police station, Ishaga Oshodi Lagos",3.32836,6.52579,0803-065-3225,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,,,,1
12364745,24/18/1/2/1/0003,,,1990-01-05,Isolo General Hospital,Lagos,Oshodi/Isolo,Public,State Government,Secondary,,,6.52653,3.88820,0803-067-8700,,,,,Operational,Unknown,Unknown,,,,
27799237,24/18/1/1/2/0062,111364,,1979-12-12,Ladi-Mola  Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"4, Abeokuta Street Ire Akari Oshodi/Isolo",3.31989,6.52345,0818-307-1737,ladimolaclinics@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,2,10
40004195,24/18/1/1/2/0155,00184,LAZ 155276,2019-07-01,Medisense Medical Center,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"58, Ire Akari Estate Road Isolo, Oshodi/Isolo",3.22162,6.52223,0810-230-0951,medisensemedical@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Pending Registration,Not Licensed,2,2,1,8
79979693,24/18/1/2/2/0049,221186,BN 2429088,2015-05-10,Mother Mary Catholic Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"Dumus Mariae, Ganiyu Shogunle/ Kamoru Adeyemi Str, Ire Akari, Oshodi /Isolo",3.32205,6.52226,0906-025-9117,mothermaryhospitalisolo@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,,,5
33192155,24/18/1/2/2/0026,121662,849898,1994-11-09,Nobility Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"30, Godwin Omonue Str, Ire Akari",3.33586,6.52934,0803-326-3864,nobilityhospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,1,1,8
59018214,24/18/1/1/2/0077,0171,RC117176,2004-02-07,Ramsat Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,20 Akowonjo street Isolo,3.32054,6.53033,0803-719-0598,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,2,,5
33818895,24/18/1/1/2/0154,00183,RC 1591751,2019-04-11,Strong Tower Health Services,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"33, Okota Road Isolo, Oshodi/Isolo",3.31801,6.52164,0802-299-4225,strongtowerhealthservices@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",8 Hours,Operational,Pending Registration,Not Licensed,3,3,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,
85794366,24/18/1/1/1/0146,,,2008-01-05,Subtle Maternity Home,Lagos,Oshodi/Isolo,Public,State Government,Primary,,,6.55725,3.88396,,,,,,Operational,Unknown,Unknown,,,,
56268902,24/18/1/1/2/0012,0058,,2010-01-06,Ayo ni Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,"Ayo Ni Bus Stop, Mafoluku Oshodi, Oshodi/Isolo",3.33088,6.55615,0807-514-4992,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,,,1,1
29433966,24/18/1/1/2/0024,0354,1581202,1997-01-05,Divine Grace Healing Stripes Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"3, Sobogun Rofa Street Mafoluku, Oshodi/Isolo",3.32754,6.55061,0803-306-0046,divinegracemedical@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,1,,10
50091228,24/18/1/2/2/0009,121619,LAZ 169948,1980-05-10,Dolu Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"7, Sumola Abayomi Street, Mafoluku Oshodi, Oshodi/Isolo",3.32957,6.50299,0802-307-6579,infodoluhospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hour,Operational,Registered,Licensed,3,1,2,10
84601019,24/18/1/1/2/0032,,,2012-01-01,Feloban Alpha Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.55725,3.88392,,,,,,Operational,Unknown,Unknown,,,,
33041202,24/18/1/1/2/0038,0062,HEF 118045,2010-01-10,Glory Of God Convalescent Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,"4, Bello Street, Mafoluku, Oshodi",3.33624,6.55898,0803-721-9671,biodunlissy@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,2,8
16059322,24/18/1/1/2/0039,0047,RC118138,2000-08-01,Gods Care Maternity Home,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Clinic,36 Dosumu Street Mafoluku,3.33384,6.56182,0803-715-9129,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,,,,4
42680163,24/18/1/2/2/0012,177,RC282316,1980-04-11,Holy Saviours Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Secondary,,45/47 MAFOLUKU ROAD OSHODI,3.33445,6.55611,0803-306-0584,holy_savoiur1@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,3,1,12
61115552,24/18/1/1/2/0068,121960,BN 2432821,1999-04-03,New City Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"19, Agbelekale Street, Mafoluku Oshodi, Oshodi/Isolo",3.33315,6.55777,0803-711-6698,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,1,,8
15486883,24/18/1/2/2/0031,122044,LAZ 035841,1994-01-04,Pinecrest Specialist Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"4C Oludegun Avenue Mafoluku Oshodi, Oshodi/Isolo",3.32846,6.55704,0802-310-0602,pinecresthospital@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,5,3,,12
,,,,,,,,,,,,,,,,,,,,,,,,,,
37285452,24/18/1/1/2/0085,0059,LSPHRA/11/95/54,1987-12-01,St Catherine of Siena Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,45/49 Old Ewu Rd Mafoluku,3.32952,6.55469,0807-552-2584,stcathmedcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,2,3,,10
20209011,24/18/1/1/2/0088,,,2010-01-05,St Marks Nursing Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.55569,3.88363,,,,,,Operational,Unknown,Unknown,,,,
48006491,24/18/1/1/2/0011,0132,RC117213,1987-03-10,Anuolu Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"17, Raji Abayomi Ogunoloko Oshodi Lagos",3.33897,6.56369,0802-803-7794,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,,,2
54562170,24/18/1/1/2/0023,180,RN0198,2003-09-05,Dialyzer Specialist Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"60, Arowojobe Street, Oshodi, Oshodi/Isolo",3.34231,6.56554,0810-893-5658,dialyzermedicalcentre@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,8,4,1,26
47631355,24/18/1/1/2/0029,0120,,1990-01-01,Ewutuntun Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,"22Ileshomi Street,Mafoluku Oshodi Lagos",3.33756,6.56686,0803-742-8865,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8HOURS,Operational,Registered,Licensed,,,,
56283215,24/18/1/1/1/0161,,,2021-04-07,Ogunoloko Primary Health Centre,Lagos,Oshodi/Isolo,Public,Local Government,Primary,Primary Health Center,"Lga Secretariat,  Oyetayo Street Oshodi",,,0802-944-0750,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8am -4pm,Operational,Not Applicable,Not Applicable,,1,,2
70230245,24/18/1/1/1/0146,,,2010-01-06,Redeemed Christian Maternity,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.56106,3.88318,,,,,,Operational,,,,,,
52647184,24/18/1/2/2/0048,118256,,2015-03-10,Abizade Source Of Joy Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"Plot 25, Mechanic Village Oke Afa Isolo. Oshodi/Isolo",3.30866,6.52663,0816-773-5433,nishola2384@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,1,,,6
53877475,24/18/1/1/2/0009,,,,Alpha Peace Medical Centre,Lagos,Oshodi/Isolo,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
66216111,24/18/1/1/2/0004,0178,,2014-06-01,Bucknor  Primary Health Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Center,Abraham Okonofua Street Bucknor Oshodi Lagos,3.27991,6.51488,0803-577-1446,,,"Monday,Tuesday,Wednesday,Thursday,Friday",,Operational,Registered,Licensed,1,,,10
,,,,,,,,,,,,,,,,,,,,,,,,,,
52141924,24/18/1/1/2/0050,,,2019-01-25,His Grace Nursing Home,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.54653,3.88367,,,,,,Operational,Unknown,Unknown,,,,
48727994,24/18/1/1/2/0052,,,,Ire Akari Medical Centre,Lagos,Oshodi/Isolo,Private,,Primary,,,3.30693000000002,6.52487000000002,,,,,,Operational,Unknown,Unknown,,,,
76552956,24/18/1/1/2/0055,HEF/221063,RC2658958,2012-01-01,Isolo Estate Clinic,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,70C Greeen street LSDPC Estate Ejigbo,3.30123,6.53228,0814-528-119_,isoloestateclinic123@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,3,,,8
84214222,24/18/1/1/2/0059,00188,,1992-02-01,Jakande E Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,"Jakande Estate Oja Isolo, Oshodi/Isolo",3.30135,6.52382,0802-561-6182,,,"Monday,Tuesday,Wednesday,Thursday,Friday",8 Hours,Operational,Registered,Licensed,1,,,3
32870724,24/18/1/2/2/0022,HER/221114,BN2159399,2012-09-01,Medicross Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,44 Sarah Faboyeye street Bucknor ejigbo,3.29374,6.52095,0803-322-3871,medicrosshosp@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,2,7
76354981,24/18/1/2/2/0028,122041,RC 1460978,1994-08-07,Our Lady Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,Double Star Jakande Estate,3.92612,6.26048,0803-322-4835,boluadeboye@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,8,,10
16141810,24/18/1/2/2/0035,0034,BN LIS005198,2002-01-10,Sentinel Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,1 BENSON AKINYELE STREET OKE AFA,3.31042,6.52836,0803-300-1687,ibesentinel@yahoo.co.uk,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,9,6,2,25
45717515,24/18/1/1/2/0084,HER121373,BN2034869,2007-03-07,St Benedict Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"44 Franzaki street Street,Bucknor Estate Oshodi lagos",6.34432,3.91065,08084459565,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,,,5
63044264,24/18/1/1/2/0158,00186,RN1092233,2019-11-06,St Greeen Specialist hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"Block 10, Model Estate Jakande Low Cost Estate, Oshodi/Isolo",3.30217,6.52383,0708-117-1124,giafrancobosman@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Pending Registration,Licensed,3,,,12
19185194,24/18/1/1/1/0146,00175,,2016-04-16,Belle Eternal Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,Block5 flat3 Godmon Estate Okota,3.31827,6.51862,08010863657,mimimed2001@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,1,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,
14610196,24/18/1/1/1/0146,,,2010-01-05,Blessed Virgin Mary Clinic,Lagos,Oshodi/Isolo,Private,Local Government,Primary,,,6.51622,3.88484,,,,,,Operational,,,,,,
28708225,24/18/1/2/2/0006,,,,Chinaza Specialist Hospital,Lagos,Oshodi/Isolo,Private,,Secondary,,,3.29785000000004,6.50470000000007,,,,,,Operational,Unknown,Unknown,,,,
20726389,24/18/1/2/2/0053,00178,BN 2352961,2016-01-06,De-Ellz Women And Children Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"68, Godwin Omonua Str, Ire Akari, Isolo Oshodi/Isolo",3.31896,6.52016,0903-343-1059,deellzhospital@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,,9
72636903,24/18/1/1/2/0036,,,,German Friendship Specialist Hospital,Lagos,Oshodi/Isolo,Private,,Primary,,,,,,,,,,Operational,Unknown,Unknown,,,,
42880551,24/18/1/1/2/0043,,,2010-01-02,Grace Valley Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,,6.52045,3.88338,,,,,,Operational,Unknown,Unknown,,,,
27755199,24/18/1/1/2/0104,0170,,2017-06-10,Graceville Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,5 Godmon Street Off Okota Road Chemist B/stop,3.31656,6.51991,0817-647-8156,gracevillemidical@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,2,,8
76427462,24/18/1/1/2/0147,0166,,2019-01-01,Hafam Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,10 UNITY STREET OFF FASEHUN OKOTA,3.30461,6.49615,0803-370-0840,hafammedical2019@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Pending Registration,Not Licensed,2,,,5
46634846,24/18/1/2/2/0019,HEF221237,RC2231521,2012-01-11,Life Spring Hospital,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Clinic,20 Abioye Gbadamosi Street Ago Okota Oshodi lagos,3.30803,6.50723,0703-978-3860,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,1,,8
83850903,24/18/1/1/2/0063,HEF/121740,BN2014021,1995-11-10,Live Fountain Medicalcare,Lagos,Oshodi/Isolo,Private,For Profit,Primary,,28Godwin Omonua street Isolo,3.323968,6.520275,0803-320-0805,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,,,8
15934769,24/18/1/1/2/0148,00169,BN2617948,2019-10-08,Milestone Woman And Children Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,135 Ago Palace Way okota,3.30515,6.50202,0708-699-2779,milestonehospital1@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Pending Registration,Not Licensed,3,1,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,
71433412,24/18/1/2/2/0023,,,,Moyub Hospital,Lagos,Oshodi/Isolo,Private,,Secondary,,,3.31650000000008,6.51532000000003,,,,,,Operational,Unknown,Unknown,,,,
81912059,24/18/1/2/2/0024,121860,RC 896336,2010-07-12,New Evolution Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"5, Ago Palace Way Okota, Oshodi/Isolo",3.31907,6.51537,0908-190-8114,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,4,2,,9
65515572,24/18/1/1/2/0070,179,,2012-12-12,Okota Primary Health Centre,Lagos,Oshodi/Isolo,Public,State Government,Primary,Primary Health Center,"14, Anyawu Street, Freedom Estate Okota, Oshodi/Isolo",3.29664,6.50879,0813-476-8387,,,"Monday,Tuesday,Wednesday,Thursday,Friday",24 Hours,Operational,Registered,Licensed,,,,5
86755720,24/18/1/1/2/0073,00164,RC121535,2011-01-01,Onwusikeva Children Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,20 Ogunbele Avenue Ago Palace Oshodi Lagos,3.30949,6.51102,0803-779-0925,obinwa21566@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,1,,1,3
28311271,24/18/1/1/2/0074,HEF118155,BN2544807,2012-08-10,Optimal Health Maternity Centre,Lagos,Oshodi/Isolo,Private,Not For Profit,Primary,Primary Health Clinic,Chemist Bus Stop Okota oshodi Lagos,3.31751,6.52032,0806-462-1389,optimalhealth466@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,2,,6
46500839,24/18/1/1/2/0149,HEF221210,RC156321,2013-01-05,Outreach Women & Children Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,125 Okota Road Oshodi Lagos,3.32206,6.50974,0145-328-65__,outreachhospital1@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,7,3,2,21
14352456,24/18/1/2/2/0051,221320,,2017-02-06,Passion Care Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"50, Ago Palace Way, Okota, Oshodi/ Isolo",3.31246,6.50962,0816-019-5943,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hour,Operational,Registered,Licensed,2,6,3,7
61373535,24/18/1/2/2/0029,0168,BN2138220,2010-02-07,Peterhoff Specialist Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,4 ALHAJI GANIU OSHE BABY STREET AGO PALACE OKOTA,3.30787,6.51126,0803-859-8172,nwafili@yahoo.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,2,2,2,8
84857788,24/18/1/2/2/0034,,,,Samaria Hospital,Lagos,Oshodi/Isolo,Private,,Secondary,,,3.31117000000006,6.51022000000006,,,,,,Operational,Unknown,Unknown,,,,
42648237,24/18/1/2/2/0044,121333,RC 121333,2012-01-20,Wind Of Grace Hospital,Lagos,Oshodi/Isolo,Private,For Profit,Secondary,,5 Folarin Fatusi Street Ago Palace,3.30189,6.50634,0805-642-9736,,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Operational,Registered,Licensed,4,2,,11
,,,,,,,,,,,,,,,,,,,,,,,,,,
33266330,24/18/1/1/2/0025,0162,758325,1990-11-09,Edmac Medical Centre,Lagos,Oshodi/Isolo,Private,For Profit,Primary,Primary Health Clinic,"31, Ayodele Str. Mafoluku Oshodi, Oshodi/Isolo",3.32887,6.56037,0803-328-7505,zizywales@gmail.com,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 Hours,Operational,Registered,Licensed,2,2,,7
